gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Endothelial ACKR1	Endothelial SEMA3G	Fibroblast C7	Fibroblast dS	Fibroblast eS	Lymphoid	Myeloid	PV MYH11	PV STEAP4	epi_Ciliated	epi_Ciliated LRG5	epi_Glandular	epi_Glandular_secretory	epi_Lumenal 1	epi_Lumenal 2	epi_Pre-ciliated	epi_SOX9	epi_SOX9_LGR5	epi_SOX9_prolif	uSMC
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC04FC6D5DC	FZD6	0.12	0.251	0.0	0.029	0.028	0.062	0.033	0.036	0.016	0.087	0.171	0.126	0.11	0.172	0.192	0.286	0.227	0.324	0.299	0.009
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC01C485556	FZD6	0.12	0.251	0.0	0.029	0.028	0.062	0.033	0.036	0.016	0.087	0.171	0.126	0.11	0.172	0.192	0.286	0.227	0.324	0.299	0.009
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC017027176	FZD6	0.12	0.251	0.0	0.029	0.028	0.062	0.033	0.036	0.016	0.087	0.171	0.126	0.11	0.172	0.192	0.286	0.227	0.324	0.299	0.009
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC02CD488A4	FZD6	0.12	0.251	0.0	0.029	0.028	0.062	0.033	0.036	0.016	0.087	0.171	0.126	0.11	0.172	0.192	0.286	0.227	0.324	0.299	0.009
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC0EFB3CEDF	FZD6	0.12	0.251	0.0	0.029	0.028	0.062	0.033	0.036	0.016	0.087	0.171	0.126	0.11	0.172	0.192	0.286	0.227	0.324	0.299	0.009
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0F00C86AC	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0714EE585	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0115378E7	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0B3337FB4	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0DE64F872	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC026062296	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0E5329148	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC052C897AB	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC09CB5E882	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC01F6AC0E2	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0CBE0F4A0	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC06078DB4B	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0E74F7843	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC02FD11A30	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-SC0F2E04267	FZD7	0.016	0.0	0.066	0.007	0.025	0.014	0.004	0.077	0.021	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0AB470FD0	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0D837BE1B	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC067A0FAD8	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0F9BC4D34	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC063E27411	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC06C2EDE8B	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC07CD59D6A	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC006CB27E1	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC00FA2B152	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC059D7F9EE	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0F73E951B	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0B5A3F59F	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0BFCEDA56	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0C6A402E9	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-SC0376B7DC8	FZD7	0.016	0.0	0.066	0.007	0.025	0.016	0.017	0.036	0.076	0.0	0.033	0.063	0.005	0.016	0.023	0.031	0.044	0.022	0.044	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0B95D4E55	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC006391BC5	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0E5131C5E	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0CC357E07	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC02FACCE0B	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC090434118	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC08A288087	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0D7F9CEEB	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC002829D48	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC02B89D65A	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0F159BD5A	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0B4814E5F	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC09DD54D04	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0B7AFE8F9	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.011	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC01B29532D	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC00DA032E2	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC0259C1693	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC0ECADFABF	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC05CCD8E17	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC01AAA545F	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC052B6F4F3	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC01FD57BC9	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC08CF56014	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC07F8A4C81	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC088BCE7ED	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC0BEC0A65F	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC09206543A	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC01319F5CD	FZD9	0.002	0.0	0.0	0.0	0.004	0.0	0.0	0.008	0.0	0.0	0.003	0.021	0.034	0.0	0.0	0.0	0.005	0.005	0.003	0.0
CSF2RB	P32927	True	IL3RB_HUMAN	GMCSFR	CPI-SC0DAAF158F	CSF2RB	0.0	0.0	0.0	0.0	0.009	0.01	0.193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF2RA	P15509	True	CSF2R_HUMAN	GMCSFR	CPI-SC0DAAF158F	CSF2RA	0.0	0.0	0.0	0.0	0.009	0.01	0.193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF1R	P08069	True	IGF1R_HUMAN	IGF1R_enhancerComGPC3	CPI-SC033AB13AE	IGF1R	0.0	0.0	0.017	0.004	0.011	0.0	0.0	0.0	0.064	0.0	0.003	0.0	0.0	0.0	0.0	0.006	0.002	0.006	0.0	0.0
GPC3	P51654	True	GPC3_HUMAN	IGF1R_enhancerComGPC3	CPI-SC033AB13AE	GPC3	0.0	0.0	0.017	0.004	0.011	0.0	0.0	0.0	0.064	0.0	0.003	0.0	0.0	0.0	0.0	0.006	0.002	0.006	0.0	0.0
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-SC0A7A5EEB3	IL1R1	0.037	0.034	0.038	0.051	0.012	0.014	0.041	0.0	0.106	0.036	0.104	0.042	0.004	0.114	0.151	0.053	0.081	0.097	0.05	0.0
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-SC0D5A18C2E	IL1R1	0.037	0.034	0.038	0.051	0.012	0.014	0.041	0.0	0.106	0.036	0.104	0.042	0.004	0.114	0.151	0.053	0.081	0.097	0.05	0.0
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-SC06CA2BDAB	IL1R1	0.037	0.034	0.038	0.051	0.012	0.014	0.041	0.0	0.106	0.036	0.104	0.042	0.004	0.114	0.151	0.053	0.081	0.097	0.05	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-SC0A7A5EEB3	IL1RAP	0.037	0.034	0.038	0.051	0.012	0.014	0.041	0.0	0.106	0.036	0.104	0.042	0.004	0.114	0.151	0.053	0.081	0.097	0.05	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-SC0D5A18C2E	IL1RAP	0.037	0.034	0.038	0.051	0.012	0.014	0.041	0.0	0.106	0.036	0.104	0.042	0.004	0.114	0.151	0.053	0.081	0.097	0.05	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-SC06CA2BDAB	IL1RAP	0.037	0.034	0.038	0.051	0.012	0.014	0.041	0.0	0.106	0.036	0.104	0.042	0.004	0.114	0.151	0.053	0.081	0.097	0.05	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-SC0629FB330	IL1RAP	0.005	0.0	0.006	0.012	0.012	0.009	0.041	0.0	0.0	0.036	0.078	0.017	0.004	0.032	0.021	0.053	0.025	0.041	0.032	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-SC01BC018A0	IL1RAP	0.005	0.0	0.006	0.012	0.012	0.009	0.041	0.0	0.0	0.036	0.078	0.017	0.004	0.032	0.021	0.053	0.025	0.041	0.032	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-SC0CEE7CCC6	IL1RAP	0.005	0.0	0.006	0.012	0.012	0.009	0.041	0.0	0.0	0.036	0.078	0.017	0.004	0.032	0.021	0.053	0.025	0.041	0.032	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL33_receptor	CPI-SC0A2B4E2CE	IL1RAP	0.0	0.0	0.025	0.016	0.012	0.014	0.0	0.0	0.045	0.0	0.0	0.002	0.0	0.0	0.0	0.01	0.026	0.012	0.011	0.0
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-SC0629FB330	IL1R2	0.005	0.0	0.006	0.012	0.012	0.009	0.041	0.0	0.0	0.036	0.078	0.017	0.004	0.032	0.021	0.053	0.025	0.041	0.032	0.0
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-SC01BC018A0	IL1R2	0.005	0.0	0.006	0.012	0.012	0.009	0.041	0.0	0.0	0.036	0.078	0.017	0.004	0.032	0.021	0.053	0.025	0.041	0.032	0.0
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-SC0CEE7CCC6	IL1R2	0.005	0.0	0.006	0.012	0.012	0.009	0.041	0.0	0.0	0.036	0.078	0.017	0.004	0.032	0.021	0.053	0.025	0.041	0.032	0.0
IL10RA	Q13651	True	I10R1_HUMAN	IL10_receptor	CPI-SC0104DF8E5	IL10RA	0.0	0.015	0.0	0.01	0.0	0.196	0.37	0.041	0.0	0.007	0.007	0.006	0.003	0.0	0.002	0.021	0.003	0.0	0.0	0.0
IL10RB	Q08334	True	I10R2_HUMAN	IL10_receptor	CPI-SC0104DF8E5	IL10RB	0.0	0.015	0.0	0.01	0.0	0.196	0.37	0.041	0.0	0.007	0.007	0.006	0.003	0.0	0.002	0.021	0.003	0.0	0.0	0.0
IL11RA	Q14626	True	I11RA_HUMAN	IL11_receptor	CPI-SC0409FF431	IL11RA	0.083	0.125	0.071	0.021	0.145	0.008	0.021	0.037	0.093	0.004	0.025	0.006	0.004	0.011	0.009	0.0	0.015	0.012	0.03	0.032
IL13RA1	P78552	True	I13R1_HUMAN	IL13_receptor	CPI-SC0B433D463	IL13RA1	0.2	0.28	0.043	0.023	0.019	0.064	0.129	0.081	0.098	0.053	0.072	0.061	0.079	0.033	0.037	0.111	0.159	0.17	0.152	0.022
IL4R	P24394	True	IL4RA_HUMAN	IL13_receptor	CPI-SC0B433D463	IL4R	0.2	0.28	0.043	0.023	0.019	0.064	0.129	0.081	0.098	0.053	0.072	0.061	0.079	0.033	0.037	0.111	0.159	0.17	0.152	0.022
IL15RA	Q13261	True	I15RA_HUMAN	IL15_receptor	CPI-SC0C6EBD4D8	IL15RA	0.0	0.009	0.0	0.017	0.019	0.021	0.018	0.0	0.016	0.01	0.003	0.008	0.0	0.0	0.004	0.0	0.006	0.005	0.002	0.0
IL2RB	P14784	True	IL2RB_HUMAN	IL15_receptor	CPI-SC0C6EBD4D8	IL2RB	0.0	0.009	0.0	0.017	0.019	0.021	0.018	0.0	0.016	0.01	0.003	0.008	0.0	0.0	0.004	0.0	0.006	0.005	0.002	0.0
IL2RB	P14784	True	IL2RB_HUMAN	IL2_receptor_HA	CPI-SC0114881C6	IL2RB	0.0	0.0	0.0	0.0	0.0	0.034	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL2RB	P14784	True	IL2RB_HUMAN	IL2_receptor_I	CPI-SC0DE80D39C	IL2RB	0.0	0.009	0.0	0.0	0.017	0.706	0.02	0.0	0.0	0.01	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0
IL17RA	Q96F46	True	I17RA_HUMAN	IL17_receptor_AE	CPI-SC0BB896AE4	IL17RA	0.005	0.002	0.0	0.017	0.036	0.028	0.003	0.024	0.028	0.017	0.023	0.008	0.018	0.014	0.008	0.052	0.003	0.006	0.024	0.032
IL17RE	Q8NFR9	True	I17RE_HUMAN	IL17_receptor_AE	CPI-SC0BB896AE4	IL17RE	0.005	0.002	0.0	0.017	0.036	0.028	0.003	0.024	0.028	0.017	0.023	0.008	0.018	0.014	0.008	0.052	0.003	0.006	0.024	0.032
IL2RA	P01589	True	IL2RA_HUMAN	IL2_receptor_HA	CPI-SC0114881C6	IL2RA	0.0	0.0	0.0	0.0	0.0	0.034	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL2RG	P31785	True	IL2RG_HUMAN	IL2_receptor_HA	CPI-SC0114881C6	IL2RG	0.0	0.0	0.0	0.0	0.0	0.034	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL2RG	P31785	True	IL2RG_HUMAN	IL2_receptor_I	CPI-SC0DE80D39C	IL2RG	0.0	0.009	0.0	0.0	0.017	0.706	0.02	0.0	0.0	0.01	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0
IL2RG	P31785	True	IL2RG_HUMAN	IL7_receptor	CPI-SC0089DC473	IL2RG	0.0	0.0	0.0	0.0	0.006	0.232	0.152	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.0	0.0	0.004	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20_receptor_Type_I	CPI-SC04A53DBF4	IL20RA	0.0	0.007	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.007	0.007	0.0	0.006	0.006	0.015	0.0	0.004	0.001	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20_receptor_Type_I	CPI-SC011731570	IL20RA	0.0	0.007	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.007	0.007	0.0	0.006	0.006	0.015	0.0	0.004	0.001	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20_receptor_Type_I	CPI-SC0BB766C68	IL20RA	0.0	0.007	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.007	0.007	0.0	0.006	0.006	0.015	0.0	0.004	0.001	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20_receptor_Type_I	CPI-SC04A53DBF4	IL20RB	0.0	0.007	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.007	0.007	0.0	0.006	0.006	0.015	0.0	0.004	0.001	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20_receptor_Type_I	CPI-SC011731570	IL20RB	0.0	0.007	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.007	0.007	0.0	0.006	0.006	0.015	0.0	0.004	0.001	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20_receptor_Type_I	CPI-SC0BB766C68	IL20RB	0.0	0.007	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.007	0.007	0.0	0.006	0.006	0.015	0.0	0.004	0.001	0.0
IL1RL1	Q01638	True	ILRL1_HUMAN	IL33_receptor	CPI-SC0A2B4E2CE	IL1RL1	0.0	0.0	0.025	0.016	0.012	0.014	0.0	0.0	0.045	0.0	0.0	0.002	0.0	0.0	0.0	0.01	0.026	0.012	0.011	0.0
IL12RB2	Q99665	True	I12R2_HUMAN	IL35_receptor	CPI-CC0D8A77C69	IL12RB2	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.023	0.0	0.0
