id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	active_TF	celltype_pairs	active_celltype
CPI-SS0A612BCEF	KITLG_KIT	simple:P21583	simple:P10721	KITLG	KIT	STAT1	Somatic.preGC_IIa|Somatic.early_supporting	Somatic.early_supporting
CPI-CS029C8858F	Estradiol_byCYP19A1_ESR1	complex:Estradiol_byCYP19A1	simple:P03372	nan	ESR1	ESR1	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372	nan	ESR1	ESR1	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	STAT3	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	STAT3	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	STAT3	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS0CC966B71	BTC_EGFR	simple:P35070	simple:P00533	BTC	EGFR	STAT3	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	STAT3	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	ESR1	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS029811409	CNTN1_NOTCH2	simple:Q12860	simple:Q04721	CNTN1	NOTCH2	ID4	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	ID4	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS06BBCAC08	DLL3_NOTCH2	simple:Q9NYJ7	simple:Q04721	DLL3	NOTCH2	ID4	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	ID4	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS065B2DBAE	JAG2_NOTCH2	simple:Q9Y219	simple:Q04721	JAG2	NOTCH2	ID4	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	STAT3	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	PDGFB	PDGFRA	STAT3	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS06DA9B4FE	PDGFC_PDGFRA	simple:Q9NRA1	simple:P16234	PDGFC	PDGFRA	STAT3	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	PDGFB	PDGFRB	STAT3	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS0B3C76C9D	PDGFD_PDGFRB	simple:Q9GZP0	simple:P09619	PDGFD	PDGFRB	STAT3	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-SS0A612BCEF	KITLG_KIT	simple:P21583	simple:P10721	KITLG	KIT	STAT3	Somatic.OSE|Germ.GC	Somatic.OSE
CPI-CS029C8858F	Estradiol_byCYP19A1_ESR1	complex:Estradiol_byCYP19A1	simple:P03372	nan	ESR1	ESR1	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372	nan	ESR1	ESR1	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	STAT3	Somatic.OSE|Germ.PGC	Germ.PGC
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	STAT3	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	STAT3	Somatic.OSE|Germ.PGC	Germ.PGC
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	STAT3	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	STAT3	Somatic.OSE|Germ.PGC	Germ.PGC
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	STAT3	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS0CC966B71	BTC_EGFR	simple:P35070	simple:P00533	BTC	EGFR	STAT3	Somatic.OSE|Germ.PGC	Germ.PGC
CPI-SS0CC966B71	BTC_EGFR	simple:P35070	simple:P00533	BTC	EGFR	STAT3	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	STAT3	Somatic.OSE|Germ.PGC	Germ.PGC
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	STAT3	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	ESR1	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS029811409	CNTN1_NOTCH2	simple:Q12860	simple:Q04721	CNTN1	NOTCH2	ID4	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	ID4	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS06BBCAC08	DLL3_NOTCH2	simple:Q9NYJ7	simple:Q04721	DLL3	NOTCH2	ID4	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	ID4	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS065B2DBAE	JAG2_NOTCH2	simple:Q9Y219	simple:Q04721	JAG2	NOTCH2	ID4	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	STAT3	Somatic.OSE|Germ.PGC	Germ.PGC
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	STAT3	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	PDGFB	PDGFRA	STAT3	Somatic.OSE|Germ.PGC	Germ.PGC
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	PDGFB	PDGFRA	STAT3	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS06DA9B4FE	PDGFC_PDGFRA	simple:Q9NRA1	simple:P16234	PDGFC	PDGFRA	STAT3	Somatic.OSE|Germ.PGC	Germ.PGC
CPI-SS06DA9B4FE	PDGFC_PDGFRA	simple:Q9NRA1	simple:P16234	PDGFC	PDGFRA	STAT3	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	PDGFB	PDGFRB	STAT3	Somatic.OSE|Germ.PGC	Germ.PGC
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	PDGFB	PDGFRB	STAT3	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS0B3C76C9D	PDGFD_PDGFRB	simple:Q9GZP0	simple:P09619	PDGFD	PDGFRB	STAT3	Somatic.OSE|Germ.PGC	Germ.PGC
CPI-SS0B3C76C9D	PDGFD_PDGFRB	simple:Q9GZP0	simple:P09619	PDGFD	PDGFRB	STAT3	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-SS0A612BCEF	KITLG_KIT	simple:P21583	simple:P10721	KITLG	KIT	STAT3	Somatic.OSE|Germ.PGC	Germ.PGC
CPI-SS0A612BCEF	KITLG_KIT	simple:P21583	simple:P10721	KITLG	KIT	STAT3	Somatic.OSE|Germ.PGC	Somatic.OSE
CPI-CS029C8858F	Estradiol_byCYP19A1_ESR1	complex:Estradiol_byCYP19A1	simple:P03372	nan	ESR1	ESR1	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372	nan	ESR1	ESR1	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	STAT3	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	STAT3	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	STAT3	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS0CC966B71	BTC_EGFR	simple:P35070	simple:P00533	BTC	EGFR	STAT3	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	STAT3	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	ESR1	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS029811409	CNTN1_NOTCH2	simple:Q12860	simple:Q04721	CNTN1	NOTCH2	ID4	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.CoelEpi_LHX9
CPI-SS029811409	CNTN1_NOTCH2	simple:Q12860	simple:Q04721	CNTN1	NOTCH2	ID4	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	ID4	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.CoelEpi_LHX9
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	ID4	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS06BBCAC08	DLL3_NOTCH2	simple:Q9NYJ7	simple:Q04721	DLL3	NOTCH2	ID4	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.CoelEpi_LHX9
CPI-SS06BBCAC08	DLL3_NOTCH2	simple:Q9NYJ7	simple:Q04721	DLL3	NOTCH2	ID4	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	ID4	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.CoelEpi_LHX9
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	ID4	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS065B2DBAE	JAG2_NOTCH2	simple:Q9Y219	simple:Q04721	JAG2	NOTCH2	ID4	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.CoelEpi_LHX9
CPI-SS065B2DBAE	JAG2_NOTCH2	simple:Q9Y219	simple:Q04721	JAG2	NOTCH2	ID4	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS06CBEA807	PTH2_PTH1R	simple:Q96A98	simple:Q03431	PTH2	PTH1R	FOXC1	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.CoelEpi_LHX9
CPI-SS0483CE4ED	PTHLH_PTH1R	simple:P12272	simple:Q03431	PTHLH	PTH1R	FOXC1	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.CoelEpi_LHX9
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	STAT3	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	PDGFB	PDGFRA	STAT3	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS06DA9B4FE	PDGFC_PDGFRA	simple:Q9NRA1	simple:P16234	PDGFC	PDGFRA	STAT3	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	PDGFB	PDGFRB	STAT3	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS0B3C76C9D	PDGFD_PDGFRB	simple:Q9GZP0	simple:P09619	PDGFD	PDGFRB	STAT3	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-SS0A612BCEF	KITLG_KIT	simple:P21583	simple:P10721	KITLG	KIT	STAT3	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE
CPI-CS029C8858F	Estradiol_byCYP19A1_ESR1	complex:Estradiol_byCYP19A1	simple:P03372	nan	ESR1	ESR1	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372	nan	ESR1	ESR1	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	STAT3	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	STAT3	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	STAT3	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS0CC966B71	BTC_EGFR	simple:P35070	simple:P00533	BTC	EGFR	STAT3	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	STAT3	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	ESR1	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS029811409	CNTN1_NOTCH2	simple:Q12860	simple:Q04721	CNTN1	NOTCH2	ID4	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	ID4	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS06BBCAC08	DLL3_NOTCH2	simple:Q9NYJ7	simple:Q04721	DLL3	NOTCH2	ID4	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	ID4	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS065B2DBAE	JAG2_NOTCH2	simple:Q9Y219	simple:Q04721	JAG2	NOTCH2	ID4	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	STAT3	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	PDGFB	PDGFRA	STAT3	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS06DA9B4FE	PDGFC_PDGFRA	simple:Q9NRA1	simple:P16234	PDGFC	PDGFRA	STAT3	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	PDGFB	PDGFRB	STAT3	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS0B3C76C9D	PDGFD_PDGFRB	simple:Q9GZP0	simple:P09619	PDGFD	PDGFRB	STAT3	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-SS0A612BCEF	KITLG_KIT	simple:P21583	simple:P10721	KITLG	KIT	STAT3	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE
CPI-CS029C8858F	Estradiol_byCYP19A1_ESR1	complex:Estradiol_byCYP19A1	simple:P03372	nan	ESR1	ESR1	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372	nan	ESR1	ESR1	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	STAT3	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	STAT3	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	STAT3	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS0CC966B71	BTC_EGFR	simple:P35070	simple:P00533	BTC	EGFR	STAT3	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	STAT3	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	ESR1	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS029811409	CNTN1_NOTCH2	simple:Q12860	simple:Q04721	CNTN1	NOTCH2	ID4	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	ID4	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS06BBCAC08	DLL3_NOTCH2	simple:Q9NYJ7	simple:Q04721	DLL3	NOTCH2	ID4	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	ID4	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS065B2DBAE	JAG2_NOTCH2	simple:Q9Y219	simple:Q04721	JAG2	NOTCH2	ID4	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	STAT3	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	PDGFB	PDGFRA	STAT3	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS06DA9B4FE	PDGFC_PDGFRA	simple:Q9NRA1	simple:P16234	PDGFC	PDGFRA	STAT3	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	PDGFB	PDGFRB	STAT3	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS0B3C76C9D	PDGFD_PDGFRB	simple:Q9GZP0	simple:P09619	PDGFD	PDGFRB	STAT3	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-SS0A612BCEF	KITLG_KIT	simple:P21583	simple:P10721	KITLG	KIT	STAT3	Somatic.OSE|Somatic.OSE	Somatic.OSE
CPI-CS029C8858F	Estradiol_byCYP19A1_ESR1	complex:Estradiol_byCYP19A1	simple:P03372	nan	ESR1	ESR1	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372	nan	ESR1	ESR1	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	STAT3	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	STAT3	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	STAT3	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS0CC966B71	BTC_EGFR	simple:P35070	simple:P00533	BTC	EGFR	STAT3	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS0CC966B71	BTC_EGFR	simple:P35070	simple:P00533	BTC	EGFR	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	STAT3	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	ESR1	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS076940BCD	LGALS3_MERTK	simple:P17931	simple:Q12866	LGALS3	MERTK	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS0F7FF099C	GAS6_MERTK	simple:Q14393	simple:Q12866	GAS6	MERTK	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS029811409	CNTN1_NOTCH2	simple:Q12860	simple:Q04721	CNTN1	NOTCH2	ID4	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS029811409	CNTN1_NOTCH2	simple:Q12860	simple:Q04721	CNTN1	NOTCH2	ID4	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	ID4	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	ID4	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS06BBCAC08	DLL3_NOTCH2	simple:Q9NYJ7	simple:Q04721	DLL3	NOTCH2	ID4	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS06BBCAC08	DLL3_NOTCH2	simple:Q9NYJ7	simple:Q04721	DLL3	NOTCH2	ID4	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	ID4	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	ID4	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS065B2DBAE	JAG2_NOTCH2	simple:Q9Y219	simple:Q04721	JAG2	NOTCH2	ID4	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS065B2DBAE	JAG2_NOTCH2	simple:Q9Y219	simple:Q04721	JAG2	NOTCH2	ID4	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	STAT3	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	PDGFB	PDGFRA	STAT3	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	PDGFB	PDGFRA	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS06DA9B4FE	PDGFC_PDGFRA	simple:Q9NRA1	simple:P16234	PDGFC	PDGFRA	STAT3	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS06DA9B4FE	PDGFC_PDGFRA	simple:Q9NRA1	simple:P16234	PDGFC	PDGFRA	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	PDGFB	PDGFRB	STAT3	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	PDGFB	PDGFRB	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS0B3C76C9D	PDGFD_PDGFRB	simple:Q9GZP0	simple:P09619	PDGFD	PDGFRB	STAT3	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS0B3C76C9D	PDGFD_PDGFRB	simple:Q9GZP0	simple:P09619	PDGFD	PDGFRB	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS0A612BCEF	KITLG_KIT	simple:P21583	simple:P10721	KITLG	KIT	STAT3	Somatic.OSE|Somatic.early_supporting	Somatic.OSE
CPI-SS0A612BCEF	KITLG_KIT	simple:P21583	simple:P10721	KITLG	KIT	STAT1	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	STAT1	Somatic.early_supporting|Germ.GC	Somatic.early_supporting
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	STAT1	Somatic.early_supporting|Germ.GC	Somatic.early_supporting
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	STAT1	Somatic.early_supporting|Germ.GC	Somatic.early_supporting
CPI-SS0CC966B71	BTC_EGFR	simple:P35070	simple:P00533	BTC	EGFR	STAT1	Somatic.early_supporting|Germ.GC	Somatic.early_supporting
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	STAT1	Somatic.early_supporting|Germ.GC	Somatic.early_supporting
CPI-SS076940BCD	LGALS3_MERTK	simple:P17931	simple:Q12866	LGALS3	MERTK	STAT1	Somatic.early_supporting|Germ.GC	Somatic.early_supporting
CPI-SS0F7FF099C	GAS6_MERTK	simple:Q14393	simple:Q12866	GAS6	MERTK	STAT1	Somatic.early_supporting|Germ.GC	Somatic.early_supporting
CPI-SS029811409	CNTN1_NOTCH2	simple:Q12860	simple:Q04721	CNTN1	NOTCH2	ID4	Somatic.early_supporting|Germ.GC	Somatic.early_supporting
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	ID4	Somatic.early_supporting|Germ.GC	Somatic.early_supporting
