id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	epi_Ciliated|epi_Ciliated	epi_Ciliated|epi_Pre-ciliated	epi_Ciliated|epi_SOX9_LGR5	epi_Ciliated|epi_SOX9_prolif	epi_Ciliated|epi_SOX9	epi_Ciliated|Fibroblast eS	epi_Ciliated|Lymphoid	epi_Ciliated|Myeloid	epi_Ciliated|Fibroblast C7	epi_Pre-ciliated|epi_Ciliated	epi_Pre-ciliated|epi_Pre-ciliated	epi_Pre-ciliated|epi_SOX9_LGR5	epi_Pre-ciliated|epi_SOX9_prolif	epi_Pre-ciliated|epi_SOX9	epi_Pre-ciliated|Fibroblast eS	epi_Pre-ciliated|Lymphoid	epi_Pre-ciliated|Myeloid	epi_Pre-ciliated|Fibroblast C7	epi_SOX9_LGR5|epi_Ciliated	epi_SOX9_LGR5|epi_Pre-ciliated	epi_SOX9_LGR5|epi_SOX9_LGR5	epi_SOX9_LGR5|epi_SOX9_prolif	epi_SOX9_LGR5|epi_SOX9	epi_SOX9_LGR5|Fibroblast eS	epi_SOX9_LGR5|Lymphoid	epi_SOX9_LGR5|Myeloid	epi_SOX9_LGR5|Fibroblast C7	epi_SOX9_prolif|epi_Ciliated	epi_SOX9_prolif|epi_Pre-ciliated	epi_SOX9_prolif|epi_SOX9_LGR5	epi_SOX9_prolif|epi_SOX9_prolif	epi_SOX9_prolif|epi_SOX9	epi_SOX9_prolif|Fibroblast eS	epi_SOX9_prolif|Lymphoid	epi_SOX9_prolif|Myeloid	epi_SOX9_prolif|Fibroblast C7	epi_SOX9|epi_Ciliated	epi_SOX9|epi_Pre-ciliated	epi_SOX9|epi_SOX9_LGR5	epi_SOX9|epi_SOX9_prolif	epi_SOX9|epi_SOX9	epi_SOX9|Fibroblast eS	epi_SOX9|Lymphoid	epi_SOX9|Myeloid	epi_SOX9|Fibroblast C7	Fibroblast eS|epi_Ciliated	Fibroblast eS|epi_Pre-ciliated	Fibroblast eS|epi_SOX9_LGR5	Fibroblast eS|epi_SOX9_prolif	Fibroblast eS|epi_SOX9	Fibroblast eS|Fibroblast eS	Fibroblast eS|Lymphoid	Fibroblast eS|Myeloid	Fibroblast eS|Fibroblast C7	Lymphoid|epi_Ciliated	Lymphoid|epi_Pre-ciliated	Lymphoid|epi_SOX9_LGR5	Lymphoid|epi_SOX9_prolif	Lymphoid|epi_SOX9	Lymphoid|Fibroblast eS	Lymphoid|Lymphoid	Lymphoid|Myeloid	Lymphoid|Fibroblast C7	Myeloid|epi_Ciliated	Myeloid|epi_Pre-ciliated	Myeloid|epi_SOX9_LGR5	Myeloid|epi_SOX9_prolif	Myeloid|epi_SOX9	Myeloid|Fibroblast eS	Myeloid|Lymphoid	Myeloid|Myeloid	Myeloid|Fibroblast C7	Fibroblast C7|epi_Ciliated	Fibroblast C7|epi_Pre-ciliated	Fibroblast C7|epi_SOX9_LGR5	Fibroblast C7|epi_SOX9_prolif	Fibroblast C7|epi_SOX9	Fibroblast C7|Fibroblast eS	Fibroblast C7|Lymphoid	Fibroblast C7|Myeloid	Fibroblast C7|Fibroblast C7	epi_Ciliated|epi_Lumenal 1	epi_Ciliated|epi_Lumenal 2	epi_Ciliated|epi_Glandular	epi_Ciliated|epi_Glandular_secretory	epi_Ciliated|Fibroblast dS	epi_Lumenal 1|epi_Ciliated	epi_Lumenal 1|epi_Lumenal 1	epi_Lumenal 1|epi_Lumenal 2	epi_Lumenal 1|epi_Glandular	epi_Lumenal 1|epi_Glandular_secretory	epi_Lumenal 1|Fibroblast dS	epi_Lumenal 1|Lymphoid	epi_Lumenal 1|epi_SOX9	epi_Lumenal 1|Fibroblast C7	epi_Lumenal 1|Myeloid	epi_Lumenal 2|epi_Ciliated	epi_Lumenal 2|epi_Lumenal 1	epi_Lumenal 2|epi_Lumenal 2	epi_Lumenal 2|epi_Glandular	epi_Lumenal 2|epi_Glandular_secretory	epi_Lumenal 2|Fibroblast dS	epi_Lumenal 2|Lymphoid	epi_Lumenal 2|epi_SOX9	epi_Lumenal 2|Fibroblast C7	epi_Lumenal 2|Myeloid	epi_Glandular|epi_Ciliated	epi_Glandular|epi_Lumenal 1	epi_Glandular|epi_Lumenal 2	epi_Glandular|epi_Glandular	epi_Glandular|epi_Glandular_secretory	epi_Glandular|Fibroblast dS	epi_Glandular|Lymphoid	epi_Glandular|epi_SOX9	epi_Glandular|Fibroblast C7	epi_Glandular|Myeloid	epi_Glandular_secretory|epi_Ciliated	epi_Glandular_secretory|epi_Lumenal 1	epi_Glandular_secretory|epi_Lumenal 2	epi_Glandular_secretory|epi_Glandular	epi_Glandular_secretory|epi_Glandular_secretory	epi_Glandular_secretory|Fibroblast dS	epi_Glandular_secretory|Lymphoid	epi_Glandular_secretory|epi_SOX9	epi_Glandular_secretory|Fibroblast C7	epi_Glandular_secretory|Myeloid	Fibroblast dS|epi_Ciliated	Fibroblast dS|epi_Lumenal 1	Fibroblast dS|epi_Lumenal 2	Fibroblast dS|epi_Glandular	Fibroblast dS|epi_Glandular_secretory	Fibroblast dS|Fibroblast dS	Fibroblast dS|Lymphoid	Fibroblast dS|epi_SOX9	Fibroblast dS|Fibroblast C7	Fibroblast dS|Myeloid	Lymphoid|epi_Lumenal 1	Lymphoid|epi_Lumenal 2	Lymphoid|epi_Glandular	Lymphoid|epi_Glandular_secretory	Lymphoid|Fibroblast dS	epi_SOX9|epi_Lumenal 1	epi_SOX9|epi_Lumenal 2	epi_SOX9|epi_Glandular	epi_SOX9|epi_Glandular_secretory	epi_SOX9|Fibroblast dS	Fibroblast C7|epi_Lumenal 1	Fibroblast C7|epi_Lumenal 2	Fibroblast C7|epi_Glandular	Fibroblast C7|epi_Glandular_secretory	Fibroblast C7|Fibroblast dS	Myeloid|epi_Lumenal 1	Myeloid|epi_Lumenal 2	Myeloid|epi_Glandular	Myeloid|epi_Glandular_secretory	Myeloid|Fibroblast dS
CPI-SC0115378E7	WNT16_FZD7_LRP5	simple:Q9UBV4	complex:FZD7_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC026062296	WNT3_FZD7_LRP5	simple:P56703	complex:FZD7_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC0E5329148	WNT3A_FZD7_LRP5	simple:P56704	complex:FZD7_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC0F2E04267	WNT9B_FZD7_LRP5	simple:O14905	complex:FZD7_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC0AB470FD0	WNT10A_FZD7_LRP6	simple:Q9GZT5	complex:FZD7_LRP6	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC067A0FAD8	WNT16_FZD7_LRP6	simple:Q9UBV4	complex:FZD7_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC06C2EDE8B	WNT3_FZD7_LRP6	simple:P56703	complex:FZD7_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC07CD59D6A	WNT3A_FZD7_LRP6	simple:P56704	complex:FZD7_LRP6	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC0376B7DC8	WNT9B_FZD7_LRP6	simple:O14905	complex:FZD7_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC039BEEDE4	WNT10A_FZD8_LRP5	simple:Q9GZT5	complex:FZD8_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC0277D6476	WNT16_FZD8_LRP5	simple:Q9UBV4	complex:FZD8_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC0596FD9F6	WNT3_FZD8_LRP5	simple:P56703	complex:FZD8_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC0F68FD442	WNT9A_FZD8_LRP5	simple:O14904	complex:FZD8_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC0BEC0A65F	WNT7B_FZD9_LRP6	simple:P56706	complex:FZD9_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC09206543A	WNT9A_FZD9_LRP6	simple:O14904	complex:FZD9_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC01319F5CD	WNT9B_FZD9_LRP6	simple:O14905	complex:FZD9_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SS0D3064F3D	BST2_LILRA4	simple:Q10589	simple:P59901	BST2	LILRA4	False	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0A9E884E0	CD200_CD200R1	simple:P41217	simple:Q8TD46	CD200	CD200R1	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0D7DB794A	CD274_CD80	simple:Q9NZQ7	simple:P33681	CD274	CD80	False	True	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS09D4B2070	CD274_PDCD1	simple:Q9NZQ7	simple:Q15116	CD274	PDCD1	False	True	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS08DF7B12C	PDCD1LG2_PDCD1	simple:Q9BQ51	simple:Q15116	PDCD1LG2	PDCD1	True	True	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0D9E45677	CD40LG_CD40	simple:P29965	simple:P25942	CD40LG	CD40	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0E9015902	CD47_SIRPG	simple:Q08722	simple:Q9P1W8	CD47	SIRPG	False	True	False	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS056FF4363	CD48_CD244	simple:P09326	simple:Q9BZW8	CD48	CD244	False	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS01999882C	CD70_CD27	simple:P32970	simple:P26842	CD70	CD27	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0DC98E54D	CD80_CD28	simple:P33681	simple:P10747	CD80	CD28	False	True	False	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0452C6098	CD86_CD28	simple:P42081	simple:P10747	CD86	CD28	False	True	False	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SC08497FAC9	CLCF1_CNTF_1R	simple:Q9UBD9	complex:CNTF_1R	CLCF1		True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SC05C95A92C	CNTF_CNTF_1R	simple:P26441	complex:CNTF_1R	CNTF		True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS087A17AD6	EPO_EPOR	simple:P01588	simple:P19235	EPO	EPOR	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		1.538																																																																																																																																																												
CPI-SS0D97E07F8	FLT3LG_FLT3	simple:P49771	simple:P36888	FLT3LG	FLT3	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0E4B1484B	ICOSLG_ICOS	simple:O75144	simple:Q9Y6W8	ICOSLG	ICOS	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0F856A80F	KISS1_KISS1R	simple:Q15726	simple:Q969F8	KISS1	KISS1R	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0A612BCEF	KITLG_KIT	simple:P21583	simple:P10721	KITLG	KIT	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SC00C58C990	LCK_CD8_receptor	simple:P06239	complex:CD8_receptor	LCK		False	False	True	curated	False	Receptor-Receptor		1.538																																																																																																																																																												
CPI-SS03EACE0E0	MST1_MST1R	simple:P26927	simple:Q04912	MST1	MST1R	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS02B2C16ED	NELL2_ROBO3	simple:Q99435	simple:Q96MS0	NELL2	ROBO3	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-CS09A35DD21	Prostacyclin_byPTGIS_PTGIR	complex:Prostacyclin_byPTGIS	simple:P43119		PTGIR	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0772C9606	REN_ATP6AP2	simple:P00797	simple:O75787	REN	ATP6AP2	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS07D508428	SIGLEC15_CD44	simple:Q6ZMC9	simple:P16070	SIGLEC15	CD44	False	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS0B2D99280	NCR3LG1_NCR3	simple:Q68D85	simple:O14931	NCR3LG1	NCR3	False	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-CS05B3376EE	CD1B_complex_IL6ST	complex:CD1B_complex	simple:P40189		IL6ST	True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS04256AA73	ALCAM_CD6	simple:Q13740	simple:P30203	ALCAM	CD6	True	False	False	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SC03B346136	ARTN_RET_receptor_3	simple:Q5T4W7	complex:RET_receptor_3	ARTN		True	False	True	curated	False	Ligand-Receptor	Signaling by RET receptors	1.538																																																																																																																																																												
CPI-SS050A950B9	WNT16_SFRP1	simple:Q9UBV4	simple:Q8N474	WNT16	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0DF9024C0	WNT3_SFRP1	simple:P56703	simple:Q8N474	WNT3	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS00E2C8381	WNT3A_SFRP1	simple:P56704	simple:Q8N474	WNT3A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0648E8525	WNT9B_SFRP1	simple:O14905	simple:Q8N474	WNT9B	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0C283076A	WNT11_SFRP2	simple:O96014	simple:Q96HF1	WNT11	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0C2782258	WNT16_SFRP2	simple:Q9UBV4	simple:Q96HF1	WNT16	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0C95AC883	WNT2_SFRP2	simple:P09544	simple:Q96HF1	WNT2	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS08643DD8A	WNT2B_SFRP2	simple:Q93097	simple:Q96HF1	WNT2B	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0E9BE6A4E	WNT3_SFRP2	simple:P56703	simple:Q96HF1	WNT3	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0F05B138C	WNT3A_SFRP2	simple:P56704	simple:Q96HF1	WNT3A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0661CE946	WNT4_SFRP2	simple:P56705	simple:Q96HF1	WNT4	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS03F33B34C	WNT5A_SFRP2	simple:P41221	simple:Q96HF1	WNT5A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SC0991BCC7F	WNT10A_FZD5_LRP6	simple:Q9GZT5	complex:FZD5_LRP6	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SS0AC302C73	WNT5B_SFRP2	simple:Q9H1J7	simple:Q96HF1	WNT5B	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0F41AC8EC	WNT7A_SFRP2	simple:O00755	simple:Q96HF1	WNT7A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS08F783A87	WNT7B_SFRP2	simple:P56706	simple:Q96HF1	WNT7B	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS00877D499	WNT9A_SFRP2	simple:O14904	simple:Q96HF1	WNT9A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0ED630027	WNT9B_SFRP2	simple:O14905	simple:Q96HF1	WNT9B	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS01A71B64D	WNT16_SFRP4	simple:Q9UBV4	simple:Q6FHJ7	WNT16	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0851A1599	WNT3_SFRP4	simple:P56703	simple:Q6FHJ7	WNT3	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS02879E156	WNT3A_SFRP4	simple:P56704	simple:Q6FHJ7	WNT3A	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS02AF6643F	WNT9B_SFRP4	simple:O14905	simple:Q6FHJ7	WNT9B	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS052C4E19B	INHBE_ACVR2A	simple:P58166	simple:P27037	INHBE	ACVR2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.538																																																																																																																																																												
CPI-SS09CCC0451	INHBE_ACVR2B	simple:P58166	simple:Q13705	INHBE	ACVR2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.538																																																																																																																																																												
CPI-SC08032972C	ARTN_RET_receptor_1	simple:Q5T4W7	complex:RET_receptor_1	ARTN		True	False	True	curated	False	Ligand-Receptor	Signaling by RET receptors	1.538																																																																																																																																																												
CPI-SC0BDF87EA3	GDNF_RET_receptor_1	simple:P39905	complex:RET_receptor_1	GDNF		True	False	True	curated	False	Ligand-Receptor		1.538																																																																																																																																																												
CPI-SS07B6C7A75	WNT6_SFRP2	simple:Q9Y6F9	simple:Q96HF1	WNT6	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SC0B1D0028B	WNT9B_FZD5_LRP5	simple:O14905	complex:FZD5_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC00806A658	WNT3A_FZD5_LRP5	simple:P56704	complex:FZD5_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC0AA850318	WNT3_FZD5_LRP5	simple:P56703	complex:FZD5_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SS0F83BE97B	TNFSF11_TNFRSF11B	simple:O14788	simple:O00300	TNFSF11	TNFRSF11B	True	True	False	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.538																																																																																																																																																												
CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	TNFSF11	TNFRSF11A	True	True	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.538																																																																																																																																																												
CPI-SS0B89DD8C1	TNFSF13_TNFRSF17	simple:O75888	simple:Q02223	TNFSF13	TNFRSF17	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.538																																																																																																																																																												
CPI-SS018FE2F97	TNFSF13B_TNFRSF17	simple:Q9Y275	simple:Q02223	TNFSF13B	TNFRSF17	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.538																																																																																																																																																												
CPI-SS04456F441	TNFSF4_TNFRSF4	simple:P23510	simple:P43489	TNFSF4	TNFRSF4	False	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.538																																																																																																																																																												
CPI-SS084306E19	TNFSF8_TNFRSF8	simple:P32971	simple:P28908	TNFSF8	TNFRSF8	False	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.538																																																																																																																																																												
CPI-SS0431D2256	TNFSF9_TNFRSF9	simple:P41273	simple:Q07011	TNFSF9	TNFRSF9	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.538																																																																																																																																																												
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	1.538																																																																																																																																																												
CPI-SS0EC8C81E0	VEGFC_KDR	simple:P49767	simple:P35968	VEGFC	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	1.538																																																																																																																																																												
CPI-SS005572B52	VEGFC_FLT4	simple:P49767	simple:P35916	VEGFC	FLT4	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	1.538																																																																																																																																																												
CPI-SC040194150	DKK1_Kremen2_LRP6	simple:O94907	complex:Kremen2_LRP6	DKK1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SC0DA910DD5	DKK2_Kremen2_LRP6	simple:Q9UBU2	complex:Kremen2_LRP6	DKK2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0BAA8AA30	WNT10A_FRZB	simple:Q9GZT5	simple:Q92765	WNT10A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS075B13211	WNT16_FRZB	simple:Q9UBV4	simple:Q92765	WNT16	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0A10C2A8F	WNT3_FRZB	simple:P56703	simple:Q92765	WNT3	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0CCE526F7	WNT3A_FRZB	simple:P56704	simple:Q92765	WNT3A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SS0AC8C45C5	WNT9B_FRZB	simple:O14905	simple:Q92765	WNT9B	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	1.538																																																																																																																																																												
CPI-SC0152439C2	WNT10A_FZD1_LRP5	simple:Q9GZT5	complex:FZD1_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC04B4CB182	WNT16_FZD1_LRP5	simple:Q9UBV4	complex:FZD1_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC01A9C52E5	WNT3_FZD1_LRP5	simple:P56703	complex:FZD1_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC03170177A	WNT3A_FZD1_LRP5	simple:P56704	complex:FZD1_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC0318621C2	WNT9B_FZD1_LRP5	simple:O14905	complex:FZD1_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC0065F5B8A	WNT10A_FZD1_LRP6	simple:Q9GZT5	complex:FZD1_LRP6	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC07B9CD502	WNT16_FZD1_LRP6	simple:Q9UBV4	complex:FZD1_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SC02CD1EEDE	WNT3_FZD1_LRP6	simple:P56703	complex:FZD1_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.538																																																																																																																																																												
CPI-SS05A3055C3	TNFSF10_TNFRSF11B	simple:P50591	simple:O00300	TNFSF10	TNFRSF11B	True	False	False	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.538																																																																																																																																																												
CPI-SS053CE866E	TNFSF10_TNFRSF10C	simple:P50591	simple:O14798	TNFSF10	TNFRSF10C	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.538																																																																																																																																																												
CPI-SS07D9A48A2	LTA_TNFRSF1B	simple:P01374	simple:P20333	LTA	TNFRSF1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.538																																																																																																																																																												
CPI-SS084BE3E4B	LTA_TNFRSF1A	simple:P01374	simple:P19438	LTA	TNFRSF1A	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	1.538																																																																																																																																																												
CPI-CS07C928856	5-HT_byTPH1_and_SLC6A4_HTR2B	complex:5-HT_byTPH1_and_SLC6A4	simple:P41595		HTR2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	1.538																																																																																																																																																												
CPI-CS0DB983DDE	5-HT_byTPH2_and_SLC6A4_HTR2B	complex:5-HT_byTPH2_and_SLC6A4	simple:P41595		HTR2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	1.538																																																																																																																																																												
CPI-CS00CB2214E	5-HT_byTPH1_and_SLC18A2_HTR4	complex:5-HT_byTPH1_and_SLC18A2	simple:Q13639		HTR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	1.538																																																																																																																																																												
CPI-CS0233F2354	5-HT_byTPH2_and_SLC18A2_HTR4	complex:5-HT_byTPH2_and_SLC18A2	simple:Q13639		HTR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	1.538																																																																																																																																																												
CPI-CS07C8BD0AD	5-HT_byTPH1_and_SLC6A4_HTR4	complex:5-HT_byTPH1_and_SLC6A4	simple:Q13639		HTR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	1.538																																																																																																																																																												
CPI-CS0DC68F1EA	5-HT_byTPH2_and_SLC6A4_HTR4	complex:5-HT_byTPH2_and_SLC6A4	simple:Q13639		HTR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	1.538																																																																																																																																																												
CPI-CS059692236	5-HT_byTPH1_and_SLC18A2_HTR7	complex:5-HT_byTPH1_and_SLC18A2	simple:P34969		HTR7	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	1.538																																																																																																																																																												
