gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Endothelial ACKR1	Endothelial SEMA3G	Fibroblast C7	Fibroblast dS	Fibroblast eS	Lymphoid	Myeloid	PV MYH11	PV STEAP4	epi_Ciliated	epi_Ciliated LRG5	epi_Glandular	epi_Glandular_secretory	epi_Lumenal 1	epi_Lumenal 2	epi_Pre-ciliated	epi_SOX9	epi_SOX9_LGR5	epi_SOX9_prolif	uSMC
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0908CF012	FZD8	0.01	0.05	0.01	0.01	0.0	0.01	0.0	0.02	0.01	0.02	0.2	0.1	0.04	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0E7F51B25	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC031A56DEB	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0B9D5B3BB	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC08F2BED38	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC061351B3F	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC077E857AE	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC07648DD90	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC01C2F8BE5	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC028E09B43	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC05E81C125	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC02EBDBB5C	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0D8F589A1	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0942D4B76	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0434B6726	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0F9E07951	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC005D197A2	FZD8	0.01	0.14	0.01	0.01	0.0	0.03	0.0	0.02	0.01	0.02	0.2	0.1	0.13	0.08	0.21	0.102	0.09	0.04	0.11	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1_complex	CPI-SC0B51DC960	FLT1	0.48	0.48	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1_complex	CPI-SC0AFC650CD	FLT1	0.48	0.48	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1_complex	CPI-SC03F1C301F	FLT1	0.48	0.48	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1_complex	CPI-SC0B51DC960	KDR	0.48	0.48	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1_complex	CPI-SC0AFC650CD	KDR	0.48	0.48	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1_complex	CPI-SC03F1C301F	KDR	0.48	0.48	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	PlexinA1_complex1	CPI-SC03CCAAB4B	KDR	0.02	0.1	0.0	0.02	0.01	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0152439C2	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0744403E1	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC04B4CB182	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0D5C7F2EB	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC086EAFF18	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC01A9C52E5	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC03170177A	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC094731290	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0F416B44F	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0B7534B27	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC073C44F4A	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC029073BCD	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0F16DF8F0	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0318621C2	LRP5	0.05	0.02	0.06	0.07	0.14	0.01	0.01	0.06	0.04	0.12	0.32	0.13	0.04	0.21	0.27	0.204	0.24	0.22	0.32	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC07B7E6361	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0A49C6C7E	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC00BD4551E	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0A81AF307	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC050F278B4	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC051E1E7D7	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0D6D44FE1	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0E0F34C9F	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0B18D6471	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0E713417E	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0EB5D8E44	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC01EBF0CE9	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC0C644006E	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD10_LRP5	CPI-SC094C611B7	LRP5	0.04	0.0	0.0	0.01	0.06	0.01	0.01	0.01	0.04	0.01	0.11	0.02	0.01	0.01	0.04	0.0	0.07	0.08	0.12	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC029ADF8EA	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC04F7D62D5	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC055AF31A9	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC06037057B	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0148F76F0	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0782ECD47	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0EB633CED	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0675C8528	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0A79539F5	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0512E3581	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0AE0AAAFB	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0ADD9F3A1	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0637CC9D5	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC00BDFD604	LRP5	0.02	0.0	0.01	0.07	0.14	0.01	0.01	0.01	0.03	0.0	0.11	0.03	0.02	0.02	0.02	0.041	0.12	0.02	0.26	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC044BB9279	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC0827E3502	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC0B0BAF8DB	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC0671450D5	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC066A4E191	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC03753E185	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC0E11F543C	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC081B09E04	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC02753B9BD	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC01D3E6936	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC092C6BB7D	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC0456BB36C	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC0AEC52E73	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC05E4FA547	LRP5	0.06	0.04	0.04	0.09	0.14	0.01	0.01	0.07	0.04	0.32	0.38	0.13	0.04	0.21	0.27	0.306	0.28	0.3	0.42	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC0953D36EF	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC060CAF2BD	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC001BD2F39	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC05D7BF6AC	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC09E6AC2F5	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC0BCA5D6A5	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC09C59F73D	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC016937C58	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC0D721C667	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC056F2D04E	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC0BAD0A831	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC090C59110	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC0CDC53EF1	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC096736E48	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD4_LRP5	CPI-SC0560E3B5F	LRP5	0.16	0.05	0.01	0.03	0.03	0.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.01
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC012DB3194	LRP5	0.02	0.05	0.01	0.02	0.0	0.01	0.01	0.0	0.03	0.06	0.26	0.13	0.04	0.21	0.27	0.224	0.28	0.3	0.36	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC08E2BBB8C	LRP5	0.02	0.05	0.01	0.02	0.0	0.01	0.01	0.0	0.03	0.06	0.26	0.13	0.04	0.21	0.27	0.224	0.28	0.3	0.36	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC04CC06812	LRP5	0.02	0.05	0.01	0.02	0.0	0.01	0.01	0.0	0.03	0.06	0.26	0.13	0.04	0.21	0.27	0.224	0.28	0.3	0.36	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC03346B36E	LRP5	0.02	0.05	0.01	0.02	0.0	0.01	0.01	0.0	0.03	0.06	0.26	0.13	0.04	0.21	0.27	0.224	0.28	0.3	0.36	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC0FBD05A5F	LRP5	0.02	0.05	0.01	0.02	0.0	0.01	0.01	0.0	0.03	0.06	0.26	0.13	0.04	0.21	0.27	0.224	0.28	0.3	0.36	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC0AA850318	LRP5	0.02	0.05	0.01	0.02	0.0	0.01	0.01	0.0	0.03	0.06	0.26	0.13	0.04	0.21	0.27	0.224	0.28	0.3	0.36	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC00806A658	LRP5	0.02	0.05	0.01	0.02	0.0	0.01	0.01	0.0	0.03	0.06	0.26	0.13	0.04	0.21	0.27	0.224	0.28	0.3	0.36	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC0A1AC8874	LRP5	0.02	0.05	0.01	0.02	0.0	0.01	0.01	0.0	0.03	0.06	0.26	0.13	0.04	0.21	0.27	0.224	0.28	0.3	0.36	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC027A59AFB	LRP5	0.02	0.05	0.01	0.02	0.0	0.01	0.01	0.0	0.03	0.06	0.26	0.13	0.04	0.21	0.27	0.224	0.28	0.3	0.36	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC01FEEE70F	LRP5	0.02	0.05	0.01	0.02	0.0	0.01	0.01	0.0	0.03	0.06	0.26	0.13	0.04	0.21	0.27	0.224	0.28	0.3	0.36	0.0
