gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	endo.Arterial	endo.Venous	epi.Ciliated	epi.Glandular	epi.Glandular_secretory	epi.Glandular_secretory_FGF7	epi.Luminal	epi.SOX9_basalis	epi.SOX9_functionalis_I	epi.SOX9_functionalis_II	epi.SOX9_luminal	epi.preCiliated	epi.preGlandular	epi.preLuminal	immune.eM1	immune.eM2	immune.uNK1	immune.uNK3	mes.Fibroblast_basalis	mes.dStromal_early	mes.dStromal_late	mes.dStromal_mid	mes.ePV_1a	mes.ePV_1b	mes.ePV_2	mes.eStromal	mes.eStromal_MMPs	mes.uSMCs
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0434B6726	LRP6	0.164	0.064	0.074	0.112	0.132	0.014	0.088	0.215	0.098	0.112	0.078	0.081	0.132	0.116	0.004	0.006	0.008	0.004	0.008	0.008	0.028	0.018	0.01	0.118	0.026	0.01	0.022	0.014
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0F9E07951	LRP6	0.164	0.064	0.074	0.112	0.132	0.014	0.088	0.215	0.098	0.112	0.078	0.081	0.132	0.116	0.004	0.006	0.008	0.004	0.008	0.008	0.028	0.018	0.01	0.118	0.026	0.01	0.022	0.014
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC005D197A2	LRP6	0.164	0.064	0.074	0.112	0.132	0.014	0.088	0.215	0.098	0.112	0.078	0.081	0.132	0.116	0.004	0.006	0.008	0.004	0.008	0.008	0.028	0.018	0.01	0.118	0.026	0.01	0.022	0.014
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01B29532D	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC00DA032E2	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC0259C1693	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC0ECADFABF	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC05CCD8E17	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC052B6F4F3	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01FD57BC9	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC08CF56014	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC07F8A4C81	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC088BCE7ED	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC0BEC0A65F	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC09206543A	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01319F5CD	LRP6	0.0	0.012	0.002	0.02	0.032	0.01	0.002	0.011	0.006	0.004	0.002	0.008	0.018	0.006	0.004	0.006	0.0	0.0	0.0	0.008	0.002	0.0	0.002	0.002	0.002	0.0	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-SC0456039E0	LRP6	0.024	0.044	0.124	0.12	0.154	0.03	0.1	0.193	0.102	0.15	0.066	0.143	0.12	0.076	0.026	0.006	0.008	0.004	0.104	0.14	0.182	0.19	0.01	0.052	0.098	0.184	0.32	0.03
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-SC07CA7AF54	LRP6	0.024	0.044	0.124	0.12	0.154	0.03	0.1	0.193	0.102	0.15	0.066	0.143	0.12	0.076	0.026	0.006	0.008	0.004	0.104	0.14	0.182	0.19	0.01	0.052	0.098	0.184	0.32	0.03
LRP6	O75581	True	LRP6_HUMAN	Kremen2_LRP6	CPI-SC040194150	LRP6	0.002	0.0	0.006	0.01	0.004	0.0	0.0	0.025	0.01	0.04	0.024	0.044	0.192	0.02	0.0	0.0	0.004	0.002	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.01	0.002	0.006
LRP6	O75581	True	LRP6_HUMAN	Kremen2_LRP6	CPI-SC0DA910DD5	LRP6	0.002	0.0	0.006	0.01	0.004	0.0	0.0	0.025	0.01	0.04	0.024	0.044	0.192	0.02	0.0	0.0	0.004	0.002	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.01	0.002	0.006
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC07B7E6361	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0A49C6C7E	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC00BD4551E	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0A81AF307	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC050F278B4	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0D6D44FE1	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0E0F34C9F	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0B18D6471	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0E713417E	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0EB5D8E44	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC01EBF0CE9	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0C644006E	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC094C611B7	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.102	0.1	0.13	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC00A8BC9AA	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC00A87321E	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC0FDB82036	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC07B51ACC4	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC07AB82EAB	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC023CE19F9	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC0EE5FCF62	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC07FD56C95	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC09AD2A6B8	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC0D19712B9	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC0DD16A7D0	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC01153EAC0	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC0543729D1	FZD10	0.014	0.02	0.014	0.024	0.088	0.01	0.01	0.331	0.078	0.128	0.088	0.042	0.028	0.024	0.004	0.002	0.002	0.002	0.036	0.032	0.036	0.014	0.138	0.228	0.15	0.032	0.168	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC029ADF8EA	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC04F7D62D5	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC055AF31A9	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC06037057B	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0148F76F0	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0EB633CED	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0675C8528	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0A79539F5	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0512E3581	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0AE0AAAFB	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0ADD9F3A1	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0637CC9D5	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC00BDFD604	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.012	0.01	0.002	0.002	0.125	0.076	0.054	0.072	0.048	0.1	0.13	0.114	0.204	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC054FD289E	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC074888BE6	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC08DE61392	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC058678C1B	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0EBBD9B59	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0245AE3FF	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC07D1540F8	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC066B2A89A	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC09D51C7BF	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC069D8A1BA	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC042468412	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0486FECAB	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC045BF427E	FZD2	0.046	0.052	0.038	0.01	0.02	0.014	0.004	0.164	0.104	0.256	0.238	0.083	0.052	0.056	0.03	0.006	0.002	0.004	0.125	0.18	0.074	0.144	0.048	0.122	0.186	0.3	0.368	0.034
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC044BB9279	FZD3	0.084	0.08	0.284	0.134	0.166	0.024	0.118	0.462	0.25	0.342	0.394	0.442	0.214	0.234	0.012	0.01	0.004	0.002	0.091	0.076	0.054	0.072	0.054	0.1	0.13	0.114	0.204	0.074
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0827E3502	FZD3	0.084	0.08	0.284	0.134	0.166	0.024	0.118	0.462	0.25	0.342	0.394	0.442	0.214	0.234	0.012	0.01	0.004	0.002	0.091	0.076	0.054	0.072	0.054	0.1	0.13	0.114	0.204	0.074
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0B0BAF8DB	FZD3	0.084	0.08	0.284	0.134	0.166	0.024	0.118	0.462	0.25	0.342	0.394	0.442	0.214	0.234	0.012	0.01	0.004	0.002	0.091	0.076	0.054	0.072	0.054	0.1	0.13	0.114	0.204	0.074
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0671450D5	FZD3	0.084	0.08	0.284	0.134	0.166	0.024	0.118	0.462	0.25	0.342	0.394	0.442	0.214	0.234	0.012	0.01	0.004	0.002	0.091	0.076	0.054	0.072	0.054	0.1	0.13	0.114	0.204	0.074
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC066A4E191	FZD3	0.084	0.08	0.284	0.134	0.166	0.024	0.118	0.462	0.25	0.342	0.394	0.442	0.214	0.234	0.012	0.01	0.004	0.002	0.091	0.076	0.054	0.072	0.054	0.1	0.13	0.114	0.204	0.074
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0E11F543C	FZD3	0.084	0.08	0.284	0.134	0.166	0.024	0.118	0.462	0.25	0.342	0.394	0.442	0.214	0.234	0.012	0.01	0.004	0.002	0.091	0.076	0.054	0.072	0.054	0.1	0.13	0.114	0.204	0.074
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC081B09E04	FZD3	0.084	0.08	0.284	0.134	0.166	0.024	0.118	0.462	0.25	0.342	0.394	0.442	0.214	0.234	0.012	0.01	0.004	0.002	0.091	0.076	0.054	0.072	0.054	0.1	0.13	0.114	0.204	0.074
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC02753B9BD	FZD3	0.084	0.08	0.284	0.134	0.166	0.024	0.118	0.462	0.25	0.342	0.394	0.442	0.214	0.234	0.012	0.01	0.004	0.002	0.091	0.076	0.054	0.072	0.054	0.1	0.13	0.114	0.204	0.074
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC01D3E6936	FZD3	0.084	0.08	0.284	0.134	0.166	0.024	0.118	0.462	0.25	0.342	0.394	0.442	0.214	0.234	0.012	0.01	0.004	0.002	0.091	0.076	0.054	0.072	0.054	0.1	0.13	0.114	0.204	0.074
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC092C6BB7D	FZD3	0.084	0.08	0.284	0.134	0.166	0.024	0.118	0.462	0.25	0.342	0.394	0.442	0.214	0.234	0.012	0.01	0.004	0.002	0.091	0.076	0.054	0.072	0.054	0.1	0.13	0.114	0.204	0.074
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0456BB36C	FZD3	0.084	0.08	0.284	0.134	0.166	0.024	0.118	0.462	0.25	0.342	0.394	0.442	0.214	0.234	0.012	0.01	0.004	0.002	0.091	0.076	0.054	0.072	0.054	0.1	0.13	0.114	0.204	0.074
