gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	endo.Arterial	endo.Venous	epi.Ciliated	epi.Glandular	epi.Glandular_secretory	epi.Glandular_secretory_FGF7	epi.Luminal	epi.SOX9_basalis	epi.SOX9_functionalis_I	epi.SOX9_functionalis_II	epi.SOX9_luminal	epi.preCiliated	epi.preGlandular	epi.preLuminal	immune.eM1	immune.eM2	immune.uNK1	immune.uNK3	mes.Fibroblast_basalis	mes.dStromal_early	mes.dStromal_late	mes.dStromal_mid	mes.ePV_1a	mes.ePV_1b	mes.ePV_2	mes.eStromal	mes.eStromal_MMPs	mes.uSMCs
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0CC357E07	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC02FACCE0B	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC08A288087	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0D7F9CEEB	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC002829D48	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC02B89D65A	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0F159BD5A	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0B4814E5F	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC09DD54D04	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-SC0B7AFE8F9	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC01B29532D	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC00DA032E2	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC0259C1693	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC0ECADFABF	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC05CCD8E17	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC052B6F4F3	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC01FD57BC9	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC08CF56014	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC07F8A4C81	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC088BCE7ED	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC0BEC0A65F	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC09206543A	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-SC01319F5CD	FZD9	0.0	0.013	0.002	0.015	0.021	0.019	0.001	0.005	0.002	0.001	0.001	0.001	0.006	0.003	0.003	0.005	0.0	0.0	0.0	0.007	0.0	0.0	0.004	0.0	0.002	0.0	0.001	0.005
CSF2RB	P32927	True	IL3RB_HUMAN	GMCSFR	CPI-SC0DAAF158F	CSF2RB	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.257	0.0	0.0	0.005	0.0	0.003	0.005	0.0	0.001	0.002	0.002	0.012	0.0
CSF2RA	P15509	True	CSF2R_HUMAN	GMCSFR	CPI-SC0DAAF158F	CSF2RA	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.257	0.0	0.0	0.005	0.0	0.003	0.005	0.0	0.001	0.002	0.002	0.012	0.0
IGF1R	P08069	True	IGF1R_HUMAN	IGF1R_enhancerComGPC3	CPI-SC033AB13AE	IGF1R	0.0	0.0	0.002	0.003	0.025	0.051	0.0	0.003	0.004	0.005	0.002	0.013	0.012	0.001	0.0	0.0	0.001	0.0	0.276	0.003	0.002	0.001	0.104	0.001	0.104	0.001	0.01	0.028
GPC3	P51654	True	GPC3_HUMAN	IGF1R_enhancerComGPC3	CPI-SC033AB13AE	GPC3	0.0	0.0	0.002	0.003	0.025	0.051	0.0	0.003	0.004	0.005	0.002	0.013	0.012	0.001	0.0	0.0	0.001	0.0	0.276	0.003	0.002	0.001	0.104	0.001	0.104	0.001	0.01	0.028
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-SC0A7A5EEB3	IL1R1	0.079	0.071	0.079	0.054	0.007	0.0	0.185	0.061	0.177	0.063	0.116	0.035	0.041	0.1	0.142	0.184	0.026	0.014	0.084	0.023	0.023	0.068	0.277	0.208	0.158	0.005	0.022	0.036
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-SC0D5A18C2E	IL1R1	0.079	0.071	0.079	0.054	0.007	0.0	0.185	0.061	0.177	0.063	0.116	0.035	0.041	0.1	0.142	0.184	0.026	0.014	0.084	0.023	0.023	0.068	0.277	0.208	0.158	0.005	0.022	0.036
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-SC06CA2BDAB	IL1R1	0.079	0.071	0.079	0.054	0.007	0.0	0.185	0.061	0.177	0.063	0.116	0.035	0.041	0.1	0.142	0.184	0.026	0.014	0.084	0.023	0.023	0.068	0.277	0.208	0.158	0.005	0.022	0.036
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-SC0A7A5EEB3	IL1RAP	0.079	0.071	0.079	0.054	0.007	0.0	0.185	0.061	0.177	0.063	0.116	0.035	0.041	0.1	0.142	0.184	0.026	0.014	0.084	0.023	0.023	0.068	0.277	0.208	0.158	0.005	0.022	0.036
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-SC0D5A18C2E	IL1RAP	0.079	0.071	0.079	0.054	0.007	0.0	0.185	0.061	0.177	0.063	0.116	0.035	0.041	0.1	0.142	0.184	0.026	0.014	0.084	0.023	0.023	0.068	0.277	0.208	0.158	0.005	0.022	0.036
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-SC06CA2BDAB	IL1RAP	0.079	0.071	0.079	0.054	0.007	0.0	0.185	0.061	0.177	0.063	0.116	0.035	0.041	0.1	0.142	0.184	0.026	0.014	0.084	0.023	0.023	0.068	0.277	0.208	0.158	0.005	0.022	0.036
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-SC0629FB330	IL1RAP	0.016	0.006	0.079	0.042	0.007	0.0	0.061	0.014	0.028	0.01	0.072	0.035	0.029	0.04	0.119	0.088	0.006	0.0	0.01	0.001	0.023	0.008	0.017	0.004	0.002	0.005	0.011	0.002
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-SC01BC018A0	IL1RAP	0.016	0.006	0.079	0.042	0.007	0.0	0.061	0.014	0.028	0.01	0.072	0.035	0.029	0.04	0.119	0.088	0.006	0.0	0.01	0.001	0.023	0.008	0.017	0.004	0.002	0.005	0.011	0.002
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-SC0CEE7CCC6	IL1RAP	0.016	0.006	0.079	0.042	0.007	0.0	0.061	0.014	0.028	0.01	0.072	0.035	0.029	0.04	0.119	0.088	0.006	0.0	0.01	0.001	0.023	0.008	0.017	0.004	0.002	0.005	0.011	0.002
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL33_receptor	CPI-SC0A2B4E2CE	IL1RAP	0.005	0.013	0.004	0.004	0.0	0.0	0.0	0.0	0.094	0.0	0.002	0.005	0.018	0.009	0.0	0.0	0.002	0.014	0.0	0.023	0.023	0.068	0.408	0.031	0.114	0.005	0.022	0.018
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-SC0629FB330	IL1R2	0.016	0.006	0.079	0.042	0.007	0.0	0.061	0.014	0.028	0.01	0.072	0.035	0.029	0.04	0.119	0.088	0.006	0.0	0.01	0.001	0.023	0.008	0.017	0.004	0.002	0.005	0.011	0.002
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-SC01BC018A0	IL1R2	0.016	0.006	0.079	0.042	0.007	0.0	0.061	0.014	0.028	0.01	0.072	0.035	0.029	0.04	0.119	0.088	0.006	0.0	0.01	0.001	0.023	0.008	0.017	0.004	0.002	0.005	0.011	0.002
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-SC0CEE7CCC6	IL1R2	0.016	0.006	0.079	0.042	0.007	0.0	0.061	0.014	0.028	0.01	0.072	0.035	0.029	0.04	0.119	0.088	0.006	0.0	0.01	0.001	0.023	0.008	0.017	0.004	0.002	0.005	0.011	0.002
IL10RA	Q13651	True	I10R1_HUMAN	IL10_receptor	CPI-SC0104DF8E5	IL10RA	0.003	0.002	0.002	0.011	0.007	0.011	0.005	0.004	0.001	0.002	0.003	0.004	0.006	0.001	0.706	0.714	0.236	0.213	0.0	0.001	0.018	0.002	0.002	0.022	0.002	0.013	0.012	0.001
IL10RB	Q08334	True	I10R2_HUMAN	IL10_receptor	CPI-SC0104DF8E5	IL10RB	0.003	0.002	0.002	0.011	0.007	0.011	0.005	0.004	0.001	0.002	0.003	0.004	0.006	0.001	0.706	0.714	0.236	0.213	0.0	0.001	0.018	0.002	0.002	0.022	0.002	0.013	0.012	0.001
IL11RA	Q14626	True	I11RA_HUMAN	IL11_receptor	CPI-SC0409FF431	IL11RA	0.38	0.124	0.008	0.015	0.006	0.005	0.022	0.024	0.015	0.025	0.017	0.008	0.025	0.008	0.024	0.02	0.024	0.028	0.309	0.086	0.025	0.051	0.029	0.05	0.104	0.129	0.139	0.185
IL15RA	Q13261	True	I15RA_HUMAN	IL15_receptor	CPI-SC0C6EBD4D8	IL15RA	0.036	0.004	0.012	0.009	0.008	0.006	0.005	0.012	0.003	0.006	0.004	0.002	0.003	0.007	0.086	0.036	0.028	0.042	0.0	0.011	0.026	0.004	0.001	0.06	0.042	0.01	0.039	0.008
IL2RB	P14784	True	IL2RB_HUMAN	IL15_receptor	CPI-SC0C6EBD4D8	IL2RB	0.036	0.004	0.012	0.009	0.008	0.006	0.005	0.012	0.003	0.006	0.004	0.002	0.003	0.007	0.086	0.036	0.028	0.042	0.0	0.011	0.026	0.004	0.001	0.06	0.042	0.01	0.039	0.008
IL2RB	P14784	True	IL2RB_HUMAN	IL2_receptor_HA	CPI-SC0114881C6	IL2RB	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.093	0.036	0.059	0.09	0.0	0.001	0.005	0.0	0.0	0.0	0.0	0.004	0.0	0.0
IL2RB	P14784	True	IL2RB_HUMAN	IL2_receptor_I	CPI-SC0DE80D39C	IL2RB	0.036	0.004	0.001	0.009	0.001	0.005	0.005	0.011	0.003	0.0	0.004	0.001	0.002	0.001	0.093	0.036	3.323	3.409	0.0	0.011	0.005	0.0	0.001	0.001	0.0	0.007	0.022	0.002
IL17RA	Q96F46	True	I17RA_HUMAN	IL17_receptor_AE	CPI-SC0BB896AE4	IL17RA	0.004	0.007	0.024	0.008	0.008	0.007	0.008	0.017	0.009	0.014	0.03	0.027	0.006	0.015	0.024	0.016	0.001	0.007	0.049	0.026	0.014	0.018	0.028	0.094	0.045	0.032	0.017	0.071
IL17RE	Q8NFR9	True	I17RE_HUMAN	IL17_receptor_AE	CPI-SC0BB896AE4	IL17RE	0.004	0.007	0.024	0.008	0.008	0.007	0.008	0.017	0.009	0.014	0.03	0.027	0.006	0.015	0.024	0.016	0.001	0.007	0.049	0.026	0.014	0.018	0.028	0.094	0.045	0.032	0.017	0.071
IL18R1	Q13478	True	IL18R_HUMAN	IL18_receptor	CPI-SC09CC14C07	IL18R1	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.163	0.005	0.0	0.0	0.002	0.0	0.001	0.005	0.0	0.005	0.0
IL18RAP	O95256	True	I18RA_HUMAN	IL18_receptor	CPI-SC09CC14C07	IL18RAP	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.163	0.005	0.0	0.0	0.002	0.0	0.001	0.005	0.0	0.005	0.0
IL2RA	P01589	True	IL2RA_HUMAN	IL2_receptor_HA	CPI-SC0114881C6	IL2RA	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.093	0.036	0.059	0.09	0.0	0.001	0.005	0.0	0.0	0.0	0.0	0.004	0.0	0.0
IL2RG	P31785	True	IL2RG_HUMAN	IL2_receptor_HA	CPI-SC0114881C6	IL2RG	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.093	0.036	0.059	0.09	0.0	0.001	0.005	0.0	0.0	0.0	0.0	0.004	0.0	0.0
IL2RG	P31785	True	IL2RG_HUMAN	IL2_receptor_I	CPI-SC0DE80D39C	IL2RG	0.036	0.004	0.001	0.009	0.001	0.005	0.005	0.011	0.003	0.0	0.004	0.001	0.002	0.001	0.093	0.036	3.323	3.409	0.0	0.011	0.005	0.0	0.001	0.001	0.0	0.007	0.022	0.002
IL2RG	P31785	True	IL2RG_HUMAN	IL7_receptor	CPI-SC0089DC473	IL2RG	0.031	0.007	0.001	0.006	0.0	0.004	0.0	0.002	0.003	0.0	0.004	0.001	0.001	0.001	0.466	0.269	0.067	0.249	0.016	0.0	0.003	0.0	0.004	0.001	0.0	0.007	0.022	0.002
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20_receptor_Type_I	CPI-SC04A53DBF4	IL20RA	0.011	0.0	0.004	0.009	0.008	0.0	0.014	0.006	0.004	0.001	0.002	0.002	0.008	0.0	0.002	0.014	0.004	0.008	0.0	0.0	0.0	0.006	0.0	0.0	0.007	0.005	0.001	0.006
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20_receptor_Type_I	CPI-SC011731570	IL20RA	0.011	0.0	0.004	0.009	0.008	0.0	0.014	0.006	0.004	0.001	0.002	0.002	0.008	0.0	0.002	0.014	0.004	0.008	0.0	0.0	0.0	0.006	0.0	0.0	0.007	0.005	0.001	0.006
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20_receptor_Type_I	CPI-SC0BB766C68	IL20RA	0.011	0.0	0.004	0.009	0.008	0.0	0.014	0.006	0.004	0.001	0.002	0.002	0.008	0.0	0.002	0.014	0.004	0.008	0.0	0.0	0.0	0.006	0.0	0.0	0.007	0.005	0.001	0.006
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20_receptor_Type_I	CPI-SC04A53DBF4	IL20RB	0.011	0.0	0.004	0.009	0.008	0.0	0.014	0.006	0.004	0.001	0.002	0.002	0.008	0.0	0.002	0.014	0.004	0.008	0.0	0.0	0.0	0.006	0.0	0.0	0.007	0.005	0.001	0.006
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20_receptor_Type_I	CPI-SC011731570	IL20RB	0.011	0.0	0.004	0.009	0.008	0.0	0.014	0.006	0.004	0.001	0.002	0.002	0.008	0.0	0.002	0.014	0.004	0.008	0.0	0.0	0.0	0.006	0.0	0.0	0.007	0.005	0.001	0.006
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20_receptor_Type_I	CPI-SC0BB766C68	IL20RB	0.011	0.0	0.004	0.009	0.008	0.0	0.014	0.006	0.004	0.001	0.002	0.002	0.008	0.0	0.002	0.014	0.004	0.008	0.0	0.0	0.0	0.006	0.0	0.0	0.007	0.005	0.001	0.006
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20_receptor_Type_II	CPI-SC0047E083C	IL20RB	0.0	0.0	0.004	0.0	0.006	0.0	0.007	0.0	0.0	0.001	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20_receptor_Type_II	CPI-SC0E9FD5822	IL20RB	0.0	0.0	0.004	0.0	0.006	0.0	0.007	0.0	0.0	0.001	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL20_receptor_Type_II	CPI-SC0047E083C	IL22RA1	0.0	0.0	0.004	0.0	0.006	0.0	0.007	0.0	0.0	0.001	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL20_receptor_Type_II	CPI-SC0E9FD5822	IL22RA1	0.0	0.0	0.004	0.0	0.006	0.0	0.007	0.0	0.0	0.001	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1RL1	Q01638	True	ILRL1_HUMAN	IL33_receptor	CPI-SC0A2B4E2CE	IL1RL1	0.005	0.013	0.004	0.004	0.0	0.0	0.0	0.0	0.094	0.0	0.002	0.005	0.018	0.009	0.0	0.0	0.002	0.014	0.0	0.023	0.023	0.068	0.408	0.031	0.114	0.005	0.022	0.018
IL12RB2	Q99665	True	I12R2_HUMAN	IL35_receptor	CPI-CC0D8A77C69	IL12RB2	0.003	0.002	0.007	0.019	0.005	0.0	0.011	0.003	0.014	0.005	0.006	0.008	0.008	0.014	0.0	0.001	0.018	0.174	0.0	0.008	0.006	0.0	0.0	0.006	0.0	0.0	0.0	0.0
IL6R	P08887	True	IL6RA_HUMAN	IL6_receptor	CPI-SC0E81D7329	IL6R	0.049	0.057	0.411	0.76	0.623	0.083	0.169	0.611	0.633	0.292	0.236	0.315	0.258	0.15	0.522	0.571	0.022	0.012	0.079	0.009	0.175	0.025	0.363	0.309	0.045	0.067	0.053	0.17
IL7R	P16871	True	IL7RA_HUMAN	IL7_receptor	CPI-SC0089DC473	IL7R	0.031	0.007	0.001	0.006	0.0	0.004	0.0	0.002	0.003	0.0	0.004	0.001	0.001	0.001	0.466	0.269	0.067	0.249	0.016	0.0	0.003	0.0	0.004	0.001	0.0	0.007	0.022	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B4F620A6	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B991F6B1	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC034D4CF73	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0EC720659	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0A18569E5	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B6D93CD4	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC01BE5E1F7	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC027EF0F68	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC00942962B	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC039737584	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0423059DF	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC028882919	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC07707E049	ITGB1	0.177	0.127	0.01	0.012	0.004	0.009	0.012	0.038	0.009	0.038	0.01	0.006	0.053	0.042	0.008	0.0	0.002	0.007	0.022	0.047	0.004	0.016	0.005	0.026	0.027	0.014	0.032	0.035
